XML:ID	InVersion	AlsoUsedIn	nonW	InParSegs	ChapterLocators	Vol	Label	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/0/full/full/0/default.jpg	Huntington	Thumbnail	surfaceGrp	surfaceGrp type (single leaf/bifolio)	surface type (r/v)	surface type resp	surfaceGrp/surface type cert	Notes
hm924v1n0						1	Front cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/0/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/0	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/0/full/150,/0/default.jpg						
hm924v1n1						1	Inside front cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/1/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/1	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/1/full/150,/0/default.jpg						
hm924v1n2						1	envelope recto	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/2/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/2	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/2/full/150,/0/default.jpg						
hm924v1n3						1	envelope verso	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/3/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/3	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/3/full/150,/0/default.jpg						
hm924v1n4						1	note on reddish paper recto	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/4/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/4	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/4/full/150,/0/default.jpg						
hm924v1n5						1	note on reddish paper verso	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/5/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/5	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/5/full/150,/0/default.jpg						
hm924v1n6						1	note on reddish paper recto	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/6/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/6	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/6/full/150,/0/default.jpg						
hm924v1n7						1	note on reddish paper verso	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/7/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/7	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/7/full/150,/0/default.jpg						
hm924v1n8	A			E-2a		1	p. 1	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/8/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/8	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/8/full/150,/0/default.jpg	1	single leaf	r	BW		
hm924v1n9	A			E-2a E-2b E-2c E-3b		1	p. 2	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/9/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/9	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/9/full/150,/0/default.jpg	1	single leaf	v	BW		
hm924v1n10	A			E-3b E-4 E-5a		1	p. 3	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/10/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/10	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/10/full/150,/0/default.jpg	2	single leaf	r	BW		
hm924v1n11	A		T			1	p. 4	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/11/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/11	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/11/full/150,/0/default.jpg	2	single leaf	v	BW		Not in Walden: related to a February 1, 1852, Journal entry that in turn is associated with T's essay "Life without Principle," delivered as lectures titled "What Shall It Profit?" and "Life Misspent," from Dec 6, 1854, through Sept 9, 1860. Brad Dean writes that the inception of LwP was an index of J passages headed "Art of Life" that T compiled in late October 1854 ("Reconstruction of T's Early  'LwP' Lectures," [SAR 1987, p. 288]). The Feb 1, 1852, J passages are revised in ink and pencil and have a vertical use mark drawn through them vertically in pencil. Evidence that this paragraph was added to this leaf after A was composed in 1846-47: 1) "how many in the last month have started for California" refers to the gold rush, which began in earnest in 1849. 2) relationship of contents to 1852 J entry, noted above. 3) first level of handwriting on recto is carefully spaced and runs on as part of a larger work, prob lecture, because written on one side of leaf; paragraph on verso stands alone, hand is looser, suitable for a note to self but not for reading from the lecture stage. T could have chosen this leaf (or this leaf with others) as he was compiling material for LwP because contents of recto also fit "Art of Life" theme. Perhaps in 1854 T added it to that material; if so, somewhere along the line of transmission someone (Sanborn? the dealer George Hellman?) sorted it in with the leaves of A. BW 5.27.20
hm924v1n12	A			E-5a E-6 E-7		1	p. 5	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/12/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/12	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/12/full/150,/0/default.jpg		single leaf	r	BW		T's "3" in pencil in upper right corner
hm924v1n13	A			E-7		1	p. 6	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/13/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/13	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/13/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n14	A			E-7 E-8a		1	p. 7	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/14/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/14	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/14/full/150,/0/default.jpg		single leaf	r	BW		T's "5" in pencil in upper right corner
hm924v1n15	A			E-8a E-10a		1	p. 8	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/15/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/15	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/15/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n16	A			E-10a		1	p. 9	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/16/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/16	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/16/full/150,/0/default.jpg		single leaf	r	BW		Portion of leaf
hm924v1n17	A			E-11 E-82d E-13b		1	p. 10	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/17/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/17	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/17/full/150,/0/default.jpg		single leaf	v	BW		Portion of leaf
hm924v1n18	A			E-10a E-12a E-12c		1	p. 11	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/18/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/18	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/18/full/150,/0/default.jpg		single leaf	r	BW		T's "7" in pencil in upper right corner
hm924v1n19	A			E-13a E-15a		1	p. 12	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/19/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/19	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/19/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n20	A			E-15a E-13a E-16		1	p. 13	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/20/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/20	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/20/full/150,/0/default.jpg		single leaf	r	BW		T's "9" in pencil in upper right corner
hm924v1n21	A			E-16 E-85c E-17b		1	p. 14	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/21/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/21	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/21/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n22	A			E-17b E-17f E-17d E-17e E-18		1	p. 15	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/22/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/22	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/22/full/150,/0/default.jpg		single leaf	r	BW		T's "11" in pencil in upper right corner
hm924v1n23	A			E-18 E-19a E-17f		1	p. 16	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/23/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/23	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/23/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n24	A			E-20 E-21 E-22		1	p. 17	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/24/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/24	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/24/full/150,/0/default.jpg		single leaf	v	BW		NB: Image of verso precedes image of recto
hm924v1n25	A			E-17F E-20		1	p. 18	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/25/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/25	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/25/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n26	A			E-22 E-23 E-24		1	p. 19	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/26/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/26	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/26/full/150,/0/default.jpg		single leaf	r	BW		T's "15" in pencil in upper right corner Tranposition: marked in ink over pencil; numbered "1" and "2" in ink (order of turtle dove and bay horse reversed). This is one of the best known passages in Walden.
hm924v1n27	A			E-25 E-23 E-26 E-27		1	p. 20	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/27/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/27	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/27/full/150,/0/default.jpg		single leaf	v	BW		Cancellation: Ink X made with straight lines over contents of entire page Transposition: marked in ink, no numbers ("I have" marked to change to "have I")
hm924v1n28	A			E-27 E-28 E-29 E-30		1	p. 21	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/28/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/28	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/28/full/150,/0/default.jpg		single leaf	r	BW		T's "17" in pencil in upper right corner
hm924v1n29	A			E-30 E-32 E-33		1	p. 22	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/29/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/29	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/29/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n30	A			E-32		1	p. 23	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/30/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/30	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/30/full/150,/0/default.jpg		single leaf	r	BW		Portion of leaf
hm924v1n31	A					1	p. 24	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/31/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/31	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/31/full/150,/0/default.jpg		single leaf	v	BW		Portion of leaf; blank
hm924v1n32	A			E-33		1	p. 25	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/32/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/32	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/32/full/150,/0/default.jpg		single leaf	r	BW		T's "19" in pencil in upper right corner
hm924v1n33	A			E-33 E-34		1	p. 26	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/33/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/33	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/33/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n34	A			E-34 E-35a		1	p. 27	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/34/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/34	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/34/full/150,/0/default.jpg		single leaf	r	BW		T's "21" in pencil in upper right corner Cancellation: Passage parenthesized in pencil then in ink;  cancelled with straight, slanting pencilled lines and wavy pencilled line; passage is surrounded by ink line; ink line angles across passage;  cancelled with wavy ink line. I judge that pencilled marks preceded ink ones.
hm924v1n35	A			E-35a E-35c E-35b		1	p. 28	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/35/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/35	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/35/full/150,/0/default.jpg		single leaf	v	BW		Cancellation: Straight ink lines over straight pencilled lines
hm924v1n36	A			E-35b E-35e E-35j E-36		1	p. 29	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/36/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/36	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/36/full/150,/0/default.jpg		single leaf	r	BW		T's "23" in pencil in upper right corner
hm924v1n37	A			E-36		1	p. 30	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/37/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/37	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/37/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n38	A			E-37b E-39a		1	p. 31	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/38/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/38	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/38/full/150,/0/default.jpg		single leaf	r	BW		Cancellation: Passage circled in pencil and cancelled with wavy pencilled lines; ink X made with wavy lines over contents of 2/3 of page
hm924v1n39	A			E-39a E-41 E-40a		1	p. 32	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/39/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/39	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/39/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n40	A			E-37b		1	p. 33	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/40/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/40	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/40/full/150,/0/default.jpg		single leaf	r	BW		T's "25" in pencil in upper right corner
hm924v1n41	A			E-42a E-44a E-42b E-42c		1	p. 34	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/41/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/41	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/41/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n42	A			E-42c E-43b E-44c		1	p. 35	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/42/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/42	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/42/full/150,/0/default.jpg		single leaf	r	BW		T's "27" in pencil in upper right corner
hm924v1n43	A			E-44c E-45a E-45c		1	p. 36	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/43/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/43	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/43/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n44	A			E-45c E-52a E-53a E-52b		1	p. 37	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/44/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/44	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/44/full/150,/0/default.jpg		bifolio	r1	BW		T's "29" in pencil in upper right corner
hm924v1n45	A			E-52b E-45d E-46a		1	p. 38	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/45/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/45	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/45/full/150,/0/default.jpg		bifolio	v1	BW		
hm924v1n46	A			E-49a E-50 E-54a		1	p. 39	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/46/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/46	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/46/full/150,/0/default.jpg		bifolio	r2	BW		T's "31" in pencil in upper right corner
hm924v1n47	A			E-54a E-54c		1	p. 40	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/47/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/47	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/47/full/150,/0/default.jpg		bifolio	v2	BW		
hm924v1n48	A			E-56a		1	p. 41	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/48/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/48	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/48/full/150,/0/default.jpg		single leaf	r	BW		T's "33" in pencil in upper right corner
hm924v1n49	A			E-56a E-56c E-59		1	p. 42	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/49/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/49	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/49/full/150,/0/default.jpg		single leaf	v	BW		Insertion: two points of brace that begins in left margin of hm924v1n50
hm924v1n50	A			E-59 E-51		1	p. 43	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/50/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/50	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/50/full/150,/0/default.jpg		single leaf	r	BW		T's "35" in pencil in upper right corner Insertion: Interesting marking going on in the lower part of the page, where T recounts the fable of Momus. He revises his initial writing with interlineations and a passage written vertically in the left margin, then adds a large brace to the left of the passage. The point of the brace--two points, in fact-- appears on the preceding page, hm924v1n49. coming in from the right and positioning the passage below "is no house, and no house-keeper--" T's note "V Back" at the end of the passage reinforces the movement of the passage indicated by the brace. Then T cancels the entire pasage with large looping lines. (I judge that the three vertical marks in pencil that run the length of the page are later.) A version of the Momus material that incorporates revisions in this one begins on hm924v1n52 and concludes on hm924v1n53.
hm924v1n51	A			E-60		1	p. 44	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/51/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/51	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/51/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n52	A			E-51		1	p. 45	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/52/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/52	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/52/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n53	A			E-59		1	p. 46	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/53/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/53	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/53/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n54	A			E-60 E-61		1	p. 47	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/54/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/54	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/54/full/150,/0/default.jpg		single leaf	r	BW		T's "37" in pencil in upper right corner
hm924v1n55	A			E-61 E-62		1	p. 48	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/55/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/55	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/55/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n56	A			E-62		1	p. 49	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/56/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/56	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/56/full/150,/0/default.jpg		single leaf	r	BW		T's "77" over "39" in pencil in upper right corner
hm924v1n57	A			E-62 E-63a		1	p. 50	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/57/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/57	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/57/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n58	A			E-65 HW-5a HW-5c HW-10a E-69		1	p. 51	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/58/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/58	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/58/full/150,/0/default.jpg		single leaf	r	BW		T's "43" in pencil in upper right corner
hm924v1n59	A			E-69 E-76a		1	p. 52	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/59/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/59	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/59/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n60	A			E-71 E-72a E-72c E-72d		1	p. 53	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/60/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/60	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/60/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n61	A			E-72d E-73a		1	p. 54	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/61/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/61	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/61/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n62	A			E-73a E-74		1	p. 55	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/62/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/62	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/62/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n63	A			E-76a		1	p. 56	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/63/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/63	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/63/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n64	A			E-76a BeF-12 E-76c BeF-13 E-79		1	p. 57	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/64/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/64	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/64/full/150,/0/default.jpg		single leaf	r	BW		T's "45" in pencil in upper right corner
hm924v1n65	A			BeF-13 E-76d E-79		1	p. 58	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/65/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/65	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/65/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n66	A			E-79 E-80		1	p. 59	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/66/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/66	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/66/full/150,/0/default.jpg		single leaf	r	BW		T's "47" in pencil in upper right corner
hm924v1n67	A			E-80 E-81 E-84a		1	p. 60	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/67/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/67	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/67/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n68	A			E-84a		1	p. 61	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/68/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/68	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/68/full/150,/0/default.jpg		single leaf	r	BW		T's "49" stricken through and "99" added in pencil in upper right corner
hm924v1n69	A			E-84a		1	p. 62	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/69/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/69	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/69/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n70	A			E-84a E-85a E-96a		1	p. 63	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/70/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/70	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/70/full/150,/0/default.jpg		single leaf	r	BW		T's "51" in pencil in upper right corner
hm924v1n71	A			E-96a E-97		1	p. 64	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/71/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/71	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/71/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n72	A			E-97 E-99		1	p. 65	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/72/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/72	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/72/full/150,/0/default.jpg		single leaf	r	BW		
