XML:ID	InVersion	AlsoUsedIn	nonW	InParSegs	ChapterLocators	Vol	Label	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/0/full/full/0/default.jpg	Huntington	Thumbnail	surfaceGrp	surfaceGrp type (single leaf/bifolio)	surface type (r/v)	surface type resp	surfaceGrp/surface type cert	Notes
hm924v1n225	A			PW-17a		1	p. 222	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/225/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/225	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/225/full/150,/0/default.jpg		single leaf	v	BW		PW-17a: whether they . . . sand–or rather [ink1 rev in ink1 and pencil]
hm924v1n226	A		T	* PW-18 * PW-18 * PW-20 PW-19c S-1 PW-20		1	p. 223	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/226/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/226	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/226/full/150,/0/default.jpg		bifolio	r1	BW		T's "213" in pencil in upper right corner Not in Walden: in the Almanack–his shanty. [ink1] PW-18: In a good day . . . about one acre. [ink1 rev in pencil] PW-18: This heap . . . till Sep. 1848 [interlined, ink2 rev in pencil] Not in Walden: The ice was put to many novel uses– [ink1] PW-18: The horses ate . . . like a bucket. [ink1 rev in pencil] Not in Walden: The workmen . . . handling it. [interlined, ink2 rev in pencil] PW-20: From my window . . . of the fable of [ink1 rev in pencil] PW-19c: Ice is a curious . . . intellect. [ink1 rev in pencil] S-1: Ice has its grain . . . surface. [interlined, ink2 rev in ink2] S-1: They were not . . . replace the old. [ink1 rev in ink1] PW-20: From my window . . . the fable of [ink1 rev in pencil]
hm924v1n227	A			PW-20 PW-21		1	p. 224	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/227/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/227	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/227/full/150,/0/default.jpg		bifolio	v1	BW		PW-20: the lark and . . . plumes himself there. [ink1 rev in ink2 and pencil] PW-21: Thus it appears . . . this [ink1 rev in ink2 and pencil]
hm924v1n228	A			PW-21		1	p. 225	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/228/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/228	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/228/full/150,/0/default.jpg		bifolio	r2	BW		PW-21: modern world and . . . landed in ports [ink1 rev in ink2 and pencil; ink2 r in pencil]
hm924v1n229	A			PW-21 	Title catchword  Spring	1	p. 226	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/229/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/229	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/229/full/150,/0/default.jpg		bifoliio	v2	BW		PW-21: of which Alexander heard only the names. [ink2 rev in pencil] S-title: Spring [pencil]
hm924v1n230	A		T	PW-21 * S-3		1	p. 227	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/230/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/230	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/230/full/150,/0/default.jpg		single leaf	r	BW		T's "217" in pencil in upper right corner PW-21: islands of Atlantis . . . heard only the names. [ink1 rev in ink1 and pencil] Not in Walden: end [pencil] S-3: The ice . . . grew warmer, it [ink1 rev in ink1 and pencil]
hm924v1n231	A		T	S-3 HW-12b S-1 * S-1		1	p. 228	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/231/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/231	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/231/full/150,/0/default.jpg		single leaf	v	BW		S-3: was not . . . 25th " March [ink1 rev in ink2 and pencil] HW-12b: it froze . . . greater depth. [ink1 rev in ink 2 and pencil] S-1: Probably the sun warms . . . in a single spring rain. [ink1 rev in pencil] Not in Walden: As you may make . . . from the sun. [ink1 rev in pencil] S-1: The ice in the shallowest [ink1] S-1: The temp of the mid of Walden P . . . This diff. v p 201 [added in left margin, pencil rev in pencil]
hm924v1n232	A			S-4b		1	p. 229	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/232/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/232	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/232/full/150,/0/default.jpg		single leaf	r	BW		S-4b: river–and he dropped . . . like the sound [ink1 rev in ink2 and pencil]
hm924v1n233	A			S-4b S-11 S-5		1	p. 230	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/233/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/233	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/233/full/150,/0/default.jpg		single leaf	v	BW		S-4b: of a vast . . . and silent again. [ink1 rev in pencil] S-5: v end of Sand foliage At length the sun's rays [interlined in pencil] S-11: But we must . . . than their [ink1 rev in ink2 and pencil]
hm924v1n234	A			S-11		1	p. 231	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/234/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/234	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/234/full/150,/0/default.jpg		single leaf	r	BW		T's "223" in pencil in upper right corner S-11: summer . . . treesses of summer. [ink1 rev in ink1]
hm924v1n235	A			S-5 S-6		1	p. 232	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/235/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/235	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/235/full/150,/0/default.jpg		single leaf	v	BW		S-5: At length . . . bearing off.-- [ink1] S-6: As I go back and forth . . . slower current. [ink1 rev in ink1]
hm924v1n236	A			S-13		1	p. 233	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/236/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/236	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/236/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n237	A			S-13 S-15		1	p. 234	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/237/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/237	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/237/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n238	A			S-15		1	p. 235	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/238/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/238	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/238/full/150,/0/default.jpg		single leaf	r	BW		T's "227" in pencil in upper right corner
hm924v1n239	A			S-15 S-16		1	p. 236	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/239/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/239	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/239/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n240	A			S-22		1	p. 237	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/240/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/240	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/240/full/150,/0/default.jpg		bifolio	r1	BW		T's "231" in pencil in upper right corner
hm924v1n241	A			S-22 S-23a		1	p. 238	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/241/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/241	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/241/full/150,/0/default.jpg		bifolio	v1	BW		
hm924v1n242	A			S-23a S-9a S-24		1	p. 239	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/242/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/242	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/242/full/150,/0/default.jpg		bifolio	r2	BW		S-23a: mess of golden . . . jewels-- S-9a: This spring . . . fumes and dumps. S-24: Our village . . . its living and
hm924v1n243	A			S-24		1	p. 240	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/243/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/243	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/243/full/150,/0/default.jpg		bifolio	v2	BW		
hm924v1n244	A		T	S-24 * S-25a		1	p. 241	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/244/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/244	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/244/full/150,/0/default.jpg		single leaf	r	BW		T's "235" in pencil in upper right corner S-24: With the liability . . . bear to be stereotyped. Not in Walden: [written vertically in pencil; careted in following "stereotyped"; used in "Walking," Excursions 203-204} How near to good is what is wild. Hope & the future for me are not in lawns and cultivated fields, not in towns & cities but in the impervious & quaking swamps. When I have analysed my affection for some farm which I   VS S-25a: Early in May . . . I had heard
hm924v1n245	A		T	S-25a S-25c S-26 S-25b S-25c C-4 S-25c *		1	p. 242	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/245/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/245	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/245/full/150,/0/default.jpg		single leaf	v	BW		S-25a: long before-- [ink1] S-25c: The pollen of the . . . higher grass-- [ink1 rev in ink1 and pencil]  S-26: Thus was . . . 1847 [ink1 and ink2 and pencil] S-25b: The phoebe . . . premises. [ink2 rev in pencil] S-25c: [too faint to read all of this without more study, but "sulphur showers" occurs twice] [pencil] C-4: It seemed to me . . . time for this one. [pencil] S-25c: This is the origin of those paragraphs . . . VS about pollen. [pencil] S-25c?: vs at some seasons ["at some seasons" occurs in E-37, but I think this refers to the pollen; pencil] S-25c?: Perhaps I have . . . current. [not in Walden; this also seems to be about the pollen; pencil]
hm924v1n246	A		T	* C-16 *		1	p. 243	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/246/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/246	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/246/full/150,/0/default.jpg		single leaf	r	BW		Not in Walden: Justice--Mercy--Peace . . . New England mornings. C-16: As if one . . . with goodness afore- / thought. Not in Walden: Shall vice give a name to virtue? . . . will have no place nor occasion then.
hm924v1n247	A			C-16		1	p. 244	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/247/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/247	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/247/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n248	A			C-17 C-16		1	p. 245	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/248/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/248	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/248/full/150,/0/default.jpg		single leaf	v	BW		
hm924v1n249	A			C-16 C-17		1	p. 246	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/249/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/249	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/249/full/150,/0/default.jpg		single leaf	r	BW		
hm924v1n250						1	Inside back cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/250/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/250	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/250/full/150,/0/default.jpg						
hm924v1n251						1	Back cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/251/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/251	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/251/full/150,/0/default.jpg						
hm924v2n253						2	Front cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/253/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/253	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/253/full/150,/0/default.jpg						
hm924v2n254						2	Inside front cover	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/254/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/254	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/254/full/150,/0/default.jpg						
hm924v2n255						2	envelope recto	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/255/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/255	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/255/full/150,/0/default.jpg						
hm924v2n256						2	envelope verso	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/256/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/256	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/256/full/150,/0/default.jpg						
hm924v2n257	B			Vil-2a Vil-2c	Start of random  leaves before  Economy content	2	p. 1	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/257/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/257	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/257/full/150,/0/default.jpg		single leaf	r	BW		T's " 137¹ " in pencil in upper right corner
hm924v2n258	B			Vil-2b		2	p. 2	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/258/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/258	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/258/full/150,/0/default.jpg		single leaf	v	BW		
hm924v2n259	B			WIL-19a		2	p. 3	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/259/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/259	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/259/full/150,/0/default.jpg		single leaf	r	BW		all text in pencil
hm924v2n260	B					2	p. 4	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/260/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/260	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/260/full/150,/0/default.jpg		single leaf	v	BW		blank
hm924v2n261	B			Sds-11b		2	p. 5	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/261/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/261	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/261/full/150,/0/default.jpg		single leaf	r			all text in pencil
hm924v2n262	B					2	p. 6	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/262/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/262	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/262/full/150,/0/default.jpg		single leaf	v			blank
hm924v2n263	B			E-2b	Start of Economy content 	2	p. 7	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/263/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/263	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/263/full/150,/0/default.jpg		single leaf	r			
hm924v2n264	B			E-2c 3-b		2	p. 8	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/264/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/264	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/264/full/150,/0/default.jpg		single leaf	v			
hm924v2n265	B			E-5a E-6		2	p. 9	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/265/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/265	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/265/full/150,/0/default.jpg		single leaf	r			T's "9" in pencil in upper right corner
hm924v2n266	B					2	p. 10	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/266/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/266	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/266/full/150,/0/default.jpg		single leaf	v			T's "10" in pencil in upper left corner
hm924v2n267	B					2	p. 11	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/267/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/267	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/267/full/150,/0/default.jpg		single leaf	r			
hm924v2n268	B					2	p. 12	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/268/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/268	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/268/full/150,/0/default.jpg		single leaf	v			
hm924v2n269	B					2	p. 13	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/269/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/269	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/269/full/150,/0/default.jpg		bifolio	r1			center portion of leaf missing
hm924v2n270	B					2	p. 14	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/270/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/270	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/270/full/150,/0/default.jpg		bifolio	v1			center portion of leaf missing
hm924v2n271	B					2	p. 15	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/271/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/271	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/271/full/150,/0/default.jpg		bifolio	r2			
hm924v2n272	B					2	p. 16	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/272/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/272	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/272/full/150,/0/default.jpg		bifolio	v2			
hm924v2n273	B					2	p. 17	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/273/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/273	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/273/full/150,/0/default.jpg		bifolio	r1			
hm924v2n274	B					2	p. 18	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/274/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/274	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/274/full/150,/0/default.jpg		bifolio	v1			
hm924v2n275	B					2	p. 19	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/275/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/275	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/275/full/150,/0/default.jpg		bifolio	r2			
hm924v2n276	B					2	p. 20	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/276/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/276	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/276/full/150,/0/default.jpg		bifolio	v2			
hm924v2n277	B			E-17e E-17f E-17d E-42a		2	p. 21	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/277/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/277	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/277/full/150,/0/default.jpg		bifolio	r1			T's "25" in pencil in upper right corner
hm924v2n278	B			E-42a E-18		2	p. 22	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/278/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/278	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/278/full/150,/0/default.jpg		bifolio	v1			no break [pencil] || [pencil (sufficiently || cooked): close to the turn from p. 16 to p. 17 in proofsheets, which is near the end of one 3-page sheet: https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/1330 ^ v s [pencil]
hm924v2n279	B					2	p. 23	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/279/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/279	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/279/full/150,/0/default.jpg		bifolio	r2			T's "27" in pencil in upper right corner
hm924v2n280	B					2	p. 24	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/280/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/280	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/280/full/150,/0/default.jpg		bifolio	v2			all text in pencil
hm924v2n281	B					2	p. 25	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/281/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/281	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/281/full/150,/0/default.jpg		single leaf	r			T's "29" in upper right corner
hm924v2n282	B					2	p. 26	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/282/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/282	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/282/full/150,/0/default.jpg		single leaf	v			
hm924v2n283	B					2	p. 27	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/283/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/283	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/283/full/150,/0/default.jpg		single leaf	r			
hm924v2n284	B					2	p. 28	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/284/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/284	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/284/full/150,/0/default.jpg		single leaf	r			
hm924v2n285	B					2	p. 29	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/285/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/285	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/285/full/150,/0/default.jpg		single leaf	r			T's "33" in upper right corner
hm924v2n286	B					2	p. 30	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/286/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/286	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/286/full/150,/0/default.jpg		single leaf	v			
hm924v2n287	B					2	p. 31	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/287/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/287	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/287/full/150,/0/default.jpg		single leaf	r			
hm924v2n288	B					2	p. 32	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/288/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/288	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/288/full/150,/0/default.jpg		single leaf	v			
hm924v2n289	B					2	p. 33	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/289/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/289	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/289/full/150,/0/default.jpg		single leaf	v			NB: Image of verso precedes image of recto. Drawing of six-fingered had and "Begin" may be by Sanborn or other
hm924v2n290	B					2	p. 34	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/290/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/290	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/290/full/150,/0/default.jpg		single leaf	r			Notes by Sanborn or other: "see other side also" and "Copy & insert--page 28." Double vertical marks after "calf-skin." may be by other
hm924v2n291	B					2	p. 35	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/291/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/291	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/291/full/150,/0/default.jpg		single leaf	r			T's "35" in pencil in upper right corner, below "35" in pencil in another hand
hm924v2n292	B					2	p. 36	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/292/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/292	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/292/full/150,/0/default.jpg		single leaf	v			
hm924v2n293	B					2	p. 37	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/293/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/293	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/293/full/150,/0/default.jpg		single leaf	r			T's "37" in pencil in upper right corner
hm924v2n294	B					2	p. 38	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/294/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/294	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/294/full/150,/0/default.jpg		single leaf	v			
hm924v2n295	B					2	p. 39	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/295/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/295	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/295/full/150,/0/default.jpg		single leaf	r			T's "39" in pencil in upper right corner
hm924v2n296	B					2	p. 40	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/296/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/296	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/296/full/150,/0/default.jpg		single leaf	v			all text in pencil
hm924v2n297	B					2	p. 41	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/297/full/full/0/default.jpg	https://cdm16003.contentdm.oclc.org/digital/collection/p16003coll16/id/297	https://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll16/297/full/150,/0/default.jpg		bifolio	r1			T's "41" in pencil in upper right corner
